Station,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,January,February,March,April,May,June,July,August,September,October,November,December,Mon24,Tue24,Wed24,Thu24,Fri24,Sat24,Sun24,Mon1,Tue1,Wed1,Thu1,Fri1,Sat1,Sun1,Mon2,Tue2,Wed2,Thu2,Fri2,Sat2,Sun2,Mon3,Tue3,Wed3,Thu3,Fri3,Sat3,Sun3,Mon4,Tue4,Wed4,Thu4,Fri4,Sat4,Sun4,Mon5,Tue5,Wed5,Thu5,Fri5,Sat5,Sun5,Mon6,Tue6,Wed6,Thu6,Fri6,Sat6,Sun6,Mon7,Tue7,Wed7,Thu7,Fri7,Sat7,Sun7,Mon8,Tue8,Wed8,Thu8,Fri8,Sat8,Sun8,Mon9,Tue9,Wed9,Thu9,Fri9,Sat9,Sun9,Mon10,Tue10,Wed10,Thu10,Fri10,Sat10,Sun10,Mon11,Tue11,Wed11,Thu11,Fri11,Sat11,Sun11,Mon12,Tue12,Wed12,Thu12,Fri12,Sat12,Sun12,Mon13,Tue13,Wed13,Thu13,Fri13,Sat13,Sun13,Mon14,Tue14,Wed14,Thu14,Fri14,Sat14,Sun14,Mon15,Tue15,Wed15,Thu15,Fri15,Sat15,Sun15,Mon16,Tue16,Wed16,Thu16,Fri16,Sat16,Sun16,Mon17,Tue17,Wed17,Thu17,Fri17,Sat17,Sun17,Mon18,Tue18,Wed18,Thu18,Fri18,Sat18,Sun18,Mon19,Tue19,Wed19,Thu19,Fri19,Sat19,Sun19,Mon20,Tue20,Wed20,Thu20,Fri20,Sat20,Sun20,Mon21,Tue21,Wed21,Thu21,Fri21,Sat21,Sun21,Mon22,Tue22,Wed22,Thu22,Fri22,Sat22,Sun22,Mon23,Tue23,Wed23,Thu23,Fri23,Sat23,Sun23
7276,238,255,275,242,229,92,91,0,0,0,0,0,0,0,0,0,812,353,257,1,0,2,2,2,1,4,0,0,1,0,0,5,0,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,7,4,6,0,0,15,25,31,15,17,2,0,10,19,19,13,15,3,8,13,8,16,15,16,9,6,18,13,9,9,13,4,5,10,14,17,10,12,4,4,21,8,17,12,8,7,8,18,8,12,13,8,7,5,10,17,17,34,8,4,8,15,29,21,31,33,8,6,38,48,38,39,40,10,6,23,22,23,16,17,4,10,18,15,14,2,11,3,5,10,13,8,8,9,4,3,8,9,8,8,6,9,4,3,2,9,4,3,4,7,3,0,5,6,5,3,1
7277,27,29,29,35,18,23,32,0,0,0,0,0,0,0,0,0,92,50,51,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,2,2,0,0,2,7,5,4,2,0,0,1,5,4,9,6,1,0,2,1,3,3,1,1,0,2,0,1,1,0,4,0,1,0,2,0,0,0,1,2,0,0,2,1,0,1,2,2,2,0,1,1,2,0,1,2,1,0,4,2,0,0,0,2,0,1,10,5,2,1,0,0,3,6,4,7,5,5,3,1,5,0,0,1,2,1,0,4,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7278,53,46,48,49,45,11,14,0,0,0,0,0,0,0,0,0,111,98,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,3,5,0,1,11,18,15,16,10,0,0,8,3,5,5,5,2,3,8,9,6,9,5,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,4,1,5,3,4,4,5,2,0,5,11,7,11,10,0,2,2,1,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7279,36,37,32,28,30,29,35,0,0,0,0,0,0,0,0,0,135,55,37,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,3,1,0,0,2,2,3,4,3,2,1,0,4,1,2,3,3,0,1,3,3,2,5,2,2,3,1,1,0,0,1,2,0,0,0,0,2,3,1,2,2,2,1,2,1,3,0,1,1,1,3,3,2,1,0,0,0,1,1,6,1,2,1,1,0,0,4,5,6,4,2,4,2,3,12,9,10,7,4,4,2,5,0,1,4,1,1,1,2,1,1,1,0,3,6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0
7280,161,181,187,168,155,99,115,0,0,0,0,0,0,0,0,0,449,347,270,0,0,1,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,6,14,8,7,4,2,1,18,17,20,24,21,8,0,24,25,34,28,20,1,3,10,7,14,6,13,4,14,5,8,6,13,10,8,8,8,6,1,7,9,7,7,13,7,7,6,3,2,6,5,15,8,7,6,11,16,9,6,3,2,9,5,8,6,7,1,5,2,7,8,9,16,18,18,10,11,12,16,14,14,13,11,8,7,8,13,25,12,12,9,5,3,10,7,5,10,8,4,8,9,10,7,4,1,3,5,4,4,2,4,1,1,4,3,4,2,3,2,5,4,0,1,4,2,1,1
7281,337,334,353,365,342,192,176,0,0,0,0,0,0,0,0,0,1046,598,455,5,4,4,3,3,3,2,1,0,2,2,2,6,1,1,0,1,0,1,4,3,0,1,0,1,2,8,1,1,0,0,0,0,0,0,1,1,0,1,2,1,1,4,6,5,2,5,2,4,9,14,19,15,16,1,2,38,38,43,57,57,8,8,29,32,32,44,27,10,13,10,9,13,7,9,13,7,8,10,18,8,10,18,9,21,14,19,26,21,12,14,15,17,20,22,26,15,15,28,17,9,14,11,9,14,13,15,14,21,22,16,13,20,20,20,20,19,14,11,27,42,42,45,24,11,16,28,30,30,23,27,7,11,22,21,25,24,25,11,9,21,19,11,10,12,6,10,23,15,8,10,11,10,5,3,5,9,4,3,5,5,9,4,9,6,7,2,2
7282,344,446,466,422,372,93,100,0,0,0,0,0,0,0,0,0,1111,648,484,3,3,2,0,2,1,4,0,1,2,0,2,5,1,0,0,0,0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,0,0,1,6,7,4,6,9,1,2,6,6,10,6,2,1,4,5,4,8,5,5,4,1,5,6,5,11,6,4,6,11,13,16,21,13,4,3,13,16,29,35,24,6,5,20,22,13,17,8,11,9,14,7,16,14,24,5,7,14,13,19,14,20,10,12,37,40,48,27,54,6,7,91,115,129,105,111,4,7,58,74,84,70,45,4,10,30,64,30,41,16,7,6,16,26,20,20,11,3,5,5,14,12,15,9,6,2,5,10,15,4,5,2,5,4,2,3,10,4,6,2
7283,210,206,257,254,192,66,74,0,0,0,0,0,0,0,0,0,625,346,288,1,0,0,1,0,1,2,0,0,0,3,0,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,8,9,8,7,5,0,0,0,0,1,2,1,1,0,2,1,2,2,0,0,1,20,16,34,35,27,0,0,52,39,63,58,37,2,0,26,48,44,33,27,6,0,9,8,13,10,11,3,0,1,3,4,6,4,3,5,1,8,4,9,5,4,10,5,4,2,5,4,4,5,1,0,0,3,2,5,2,7,5,4,7,2,5,5,12,12,10,10,16,4,3,21,13,8,15,17,6,5,13,9,15,17,7,3,4,4,9,12,15,4,8,3,6,4,11,3,3,2,9,5,6,10,2,7,2,7,14,7,10,3,7,1,7,2,3,2,8,6,4,4
7284,331,417,421,370,354,47,61,0,0,0,0,0,0,0,0,0,1031,554,416,4,1,0,1,3,2,2,0,1,0,1,3,1,3,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,2,1,0,2,0,2,7,5,10,15,3,0,2,7,4,9,0,7,3,5,6,4,5,6,6,0,3,12,11,16,7,16,5,1,22,25,14,22,20,5,3,10,28,18,16,28,1,6,12,8,14,18,13,8,5,15,19,25,12,29,5,4,49,43,51,56,53,6,4,92,117,141,111,89,2,4,44,76,47,46,36,5,5,20,34,32,21,18,1,2,14,23,15,16,14,2,2,11,7,11,10,3,0,1,1,5,7,7,8,0,3,1,3,4,5,1,0,2
7285,300,328,349,277,304,194,233,0,0,0,0,0,0,0,0,0,866,661,458,4,4,0,0,4,5,1,0,1,1,0,1,4,2,2,0,1,0,1,1,1,0,1,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,1,12,15,16,14,7,0,1,31,37,50,29,56,7,4,14,16,23,17,9,8,10,9,9,11,5,13,9,9,9,10,11,4,11,9,15,18,11,18,11,9,12,17,12,15,20,15,16,16,12,14,15,7,9,7,17,22,13,14,11,11,22,22,14,17,19,28,27,16,19,15,26,22,20,29,15,26,17,13,30,22,8,34,12,15,27,30,23,20,13,5,13,25,23,17,20,13,5,14,17,24,35,20,20,3,27,14,20,25,19,13,4,19,22,11,9,19,20,8,4
7286,105,121,100,122,108,79,110,0,0,0,0,0,0,0,0,0,300,239,206,0,0,0,1,0,0,1,1,1,2,0,1,1,1,0,3,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,4,4,2,0,0,23,24,18,14,10,0,1,11,7,7,15,11,2,3,9,2,3,13,9,2,2,2,8,0,6,7,6,6,6,2,6,12,6,8,18,6,12,4,8,4,3,11,5,8,5,8,5,4,10,4,3,3,5,4,12,6,4,5,5,6,12,5,9,2,6,9,4,6,7,11,4,4,7,4,7,13,10,13,19,14,16,11,2,4,11,6,6,1,6,4,8,1,3,4,4,2,4,5,2,2,0,1,2,2,1,0,3,1,0,2,2,1
7287,40,47,41,46,52,26,18,0,0,0,0,0,0,0,0,0,126,87,57,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,0,0,10,20,18,21,20,1,0,3,6,5,3,4,1,0,0,1,0,1,1,4,2,1,1,0,1,1,0,0,1,0,1,1,0,3,2,4,1,1,1,1,4,1,1,2,0,0,1,3,4,1,1,1,0,2,0,0,0,1,1,1,2,1,1,2,1,6,1,2,4,2,9,4,3,6,10,2,0,3,7,1,6,3,1,0,2,0,1,2,0,0,0,0,1,1,0,0,1,2,1,0,1,1,1,0,2,0,0,0,0,0,0,0
7288,71,91,91,68,59,83,113,0,0,0,0,0,0,0,0,0,387,134,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,5,9,8,4,4,1,1,13,14,19,15,10,3,2,8,6,5,9,5,4,6,5,6,8,9,4,4,14,0,5,6,0,3,2,8,3,2,10,3,3,14,8,4,8,4,7,4,12,10,6,6,2,5,3,8,14,8,5,4,0,5,3,12,9,8,11,1,4,10,13,3,5,6,5,7,4,4,5,14,5,5,3,9,7,2,1,3,2,1,2,9,0,0,0,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,1,1,1,0
7289,16,27,23,15,19,23,45,0,0,0,0,0,0,0,0,0,119,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,3,0,1,0,2,2,0,0,1,1,0,2,1,0,0,1,4,0,0,1,0,0,0,1,1,1,4,0,2,0,3,0,11,0,1,3,1,1,1,0,0,1,1,7,7,4,2,1,0,3,1,8,3,3,2,4,0,4,6,3,3,5,0,1,6,2,0,1,5,2,2,0,5,0,1,0,2,0,0,2,0,0,2,2,0,0,4,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
7291,85,98,84,80,62,29,37,0,0,0,0,0,0,0,0,0,295,117,63,0,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2,0,1,0,2,2,2,0,0,5,9,2,4,1,1,0,4,9,2,3,5,1,1,4,5,5,6,11,2,6,1,5,17,7,6,8,2,3,7,6,5,7,8,4,3,7,5,8,6,4,8,5,11,14,12,15,10,3,1,13,18,22,9,12,2,2,9,11,9,5,3,0,1,4,10,4,2,5,1,1,2,2,0,2,0,0,0,0,0,0,0,4,1,0,0,1,0,4,0,0,2
7292,176,184,207,207,170,125,138,0,0,0,0,0,0,0,0,0,467,388,352,3,6,2,2,1,1,0,2,2,1,0,0,2,1,3,1,0,2,1,1,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,2,4,0,3,4,8,8,4,1,0,11,11,15,17,15,1,3,28,24,34,34,25,5,7,17,17,15,12,14,5,13,4,7,8,8,6,13,11,6,9,11,7,9,11,2,9,7,10,7,9,11,14,8,11,7,14,9,14,9,6,11,7,13,5,10,9,5,6,7,3,8,10,12,7,9,11,19,16,9,9,14,15,15,10,11,5,8,17,12,19,13,10,6,5,6,10,9,8,11,8,7,7,7,10,10,5,1,12,7,10,7,5,2,4,6,9,3,9,4,4,2,5,4,1,1,8,3,1,2
7293,271,290,278,251,229,100,98,0,0,0,0,0,0,0,0,0,673,474,370,3,2,0,1,7,3,2,1,0,1,1,2,0,4,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,2,0,0,11,11,14,10,6,0,0,5,1,2,1,1,3,1,3,11,5,6,5,4,3,3,9,8,7,7,4,2,15,10,13,9,11,4,4,15,6,14,10,5,6,6,11,15,5,8,8,10,3,15,13,16,20,19,13,9,15,21,38,22,22,6,13,51,52,53,63,38,13,8,27,37,35,25,37,6,11,47,35,18,23,23,4,9,22,32,28,16,14,11,7,12,15,14,19,7,3,5,7,13,7,4,8,6,9,8,2,5,4,7,3,1
7296,42,49,49,43,52,38,40,0,0,0,0,0,0,0,0,0,115,108,90,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,0,1,1,3,4,0,1,0,11,12,13,16,14,0,1,8,12,3,9,8,7,0,1,1,2,1,1,1,6,0,0,3,0,1,3,0,1,1,1,1,3,0,5,0,1,2,0,8,7,7,3,4,0,1,3,1,2,1,1,3,2,1,3,5,1,3,6,1,0,3,3,5,4,1,2,3,0,2,1,2,2,2,3,2,2,4,3,3,1,2,2,4,3,0,1,0,1,2,0,0,0,3,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,3,0,0
7297,28,41,55,47,43,28,27,0,0,0,0,0,0,0,0,0,128,90,51,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,5,1,0,0,0,0,1,4,0,1,0,0,4,5,4,6,5,0,0,8,10,13,10,13,0,2,1,9,6,4,6,3,0,3,4,2,5,0,3,6,1,1,1,0,2,1,1,0,0,2,2,0,3,0,0,1,2,3,2,4,2,1,0,4,1,2,2,3,2,0,1,1,1,3,3,3,0,3,2,0,2,1,1,0,2,5,4,1,2,1,1,4,2,1,3,1,1,0,2,1,2,0,1,1,4,0,0,0,0,2,0,2,0,1,3,2,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0
7298,282,313,335,291,253,119,127,0,0,0,0,0,0,0,0,0,791,515,414,1,1,2,1,1,1,1,2,0,0,2,1,2,3,0,0,1,0,0,2,0,2,0,0,0,1,0,2,0,0,0,0,0,3,0,1,0,5,0,1,0,0,1,2,1,2,0,1,3,16,16,22,13,15,1,0,25,31,36,33,25,8,3,26,15,17,20,21,7,4,15,13,16,12,7,6,8,10,10,12,18,17,8,12,19,28,26,30,20,7,18,12,14,10,10,10,6,13,6,6,9,8,7,9,9,8,10,4,7,4,5,8,22,25,35,15,15,11,1,50,60,45,46,49,15,15,27,35,36,29,30,5,13,21,22,23,18,11,6,7,11,10,20,12,4,6,5,3,9,9,8,9,4,2,2,5,5,5,2,1,0,2,1,1,2,3,5,0
7299,203,244,232,262,227,169,167,0,0,0,0,0,0,0,0,0,770,378,356,1,2,1,2,3,0,0,2,0,0,1,0,1,1,0,0,1,3,0,2,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,3,1,1,0,0,0,5,8,9,4,2,0,0,12,18,13,13,22,3,0,30,40,38,48,36,2,4,14,18,13,16,15,4,1,15,7,6,15,2,6,11,8,8,12,3,4,9,6,20,10,11,13,11,11,14,10,14,10,10,11,13,9,11,11,9,19,16,22,27,8,18,12,15,12,25,26,17,13,17,16,12,21,16,20,20,29,22,25,12,9,10,20,16,15,16,11,12,4,5,7,16,7,4,5,1,7,11,12,10,5,18,8,10,7,10,9,7,5,5,6,7,7,6,8,1,2,6,0,1,5,3,2
7301,7,10,5,5,14,3,5,0,0,0,0,0,0,0,0,0,19,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2,1,0,1,3,0,3,0,5,0,1,0,0,0,0,2,0,0,0,1,0,1,0,1,0,1,2,1,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7302,34,25,44,35,32,48,36,0,0,0,0,0,0,0,0,0,122,73,59,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,3,7,6,7,7,1,1,7,3,10,12,6,2,1,3,1,6,0,2,3,3,1,0,0,2,2,1,4,4,3,0,1,2,3,5,3,0,2,0,2,6,3,3,0,1,0,1,8,7,1,0,1,0,0,3,3,1,0,2,1,1,4,1,2,1,3,0,1,4,0,2,1,0,3,1,1,1,3,2,6,1,0,2,2,0,1,2,4,4,3,0,0,2,1,1,1,2,1,0,0,2,1,1,2,0,0,1,1,1,0,1,2,0,0,1,0,0,1,0
7303,13,18,17,24,24,12,16,0,0,0,0,0,0,0,0,0,58,30,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,3,4,1,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,2,0,1,0,0,0,2,0,0,1,2,0,3,1,2,0,1,2,2,3,4,1,6,5,4,1,1,0,3,3,2,2,1,2,2,0,1,4,3,0,3,1,1,0,3,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,2,0,1,1,1,1,3,1,0,0,1,0,0,1,0,0,0,1,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7309,9,19,18,23,19,13,14,0,0,0,0,0,0,0,0,0,64,25,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,2,3,1,0,0,1,0,3,4,1,0,0,0,0,4,1,2,0,2,1,5,0,4,5,1,1,1,0,2,2,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,1,0,3,2,3,2,1,4,3,1,2,1,1,2,1,2,0,1,0,1,1,1,2,0,0,0,1,0,4,1,1,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
7311,220,255,206,263,212,211,152,0,0,0,0,0,0,0,0,0,602,489,428,6,0,1,3,0,5,0,0,1,1,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,6,8,3,2,0,0,14,22,19,24,13,4,2,43,54,42,69,47,12,7,21,20,29,27,24,18,15,6,7,3,8,4,14,5,10,6,4,14,5,21,12,7,10,10,6,8,11,16,14,13,8,14,14,19,13,24,9,8,11,14,10,9,10,9,7,6,10,14,7,6,24,12,19,12,17,14,12,22,15,15,15,10,15,15,19,14,19,17,17,14,10,17,6,11,11,11,7,10,7,12,4,7,8,8,7,6,2,7,7,10,1,3,1,4,1,0,1,2,1,1,1,1,1,2,2
7312,62,92,91,95,84,43,48,0,0,0,0,0,0,0,0,0,194,176,145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,15,3,9,5,0,0,1,2,5,3,0,0,2,20,25,37,33,21,1,4,5,5,7,6,13,11,4,1,3,1,5,3,3,3,3,2,6,5,7,4,6,3,6,2,6,3,3,7,7,5,7,5,6,1,4,2,5,3,2,5,1,3,4,3,2,3,3,6,8,6,4,3,4,9,3,2,3,0,6,3,3,3,1,3,13,2,3,1,3,0,2,0,4,6,0,1,1,1,2,1,1,2,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7313,16,12,32,21,10,28,16,0,0,0,0,0,0,0,0,0,83,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,1,1,1,2,1,0,1,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,1,2,2,1,2,0,0,5,3,0,1,0,3,2,1,3,0,4,5,4,2,1,2,1,1,3,0,1,2,3,0,4,2,0,0,4,4,2,1,2,1,0,2,1,0,3,0,4,1,5,0,2,5,2,2,1,1,0,0,4,0,0,0,1,1,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7314,31,31,36,36,28,24,20,0,0,0,0,0,0,0,0,0,101,66,39,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,4,0,0,0,0,2,3,2,0,0,1,0,2,0,0,0,0,0,4,1,0,4,2,0,7,5,9,14,2,1,0,0,0,1,1,0,1,2,0,0,0,2,0,2,0,2,1,2,1,3,0,2,2,1,1,3,1,3,3,2,0,2,0,1,3,1,4,1,2,2,2,1,2,1,1,0,0,1,2,3,1,4,0,0,1,6,2,2,2,5,1,3,1,1,0,3,2,3,1,0,0,3,3,4,1,2,0,1,0,1,0,0,0,2,0,1,1,0,2,1,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0
7315,11,8,8,8,7,4,12,0,0,0,0,0,0,0,0,0,16,23,19,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,3,1,2,3,2,2,4,0,4,1,1,0,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
7316,8,8,25,4,14,5,7,0,0,0,0,0,0,0,0,0,33,24,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,1,3,1,6,0,0,0,0,1,0,1,0,0,0,0,3,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,1,0,1,4,0,0,1,0,1,0,0,1,0,2,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,2,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7317,19,16,15,8,16,24,28,0,0,0,0,0,0,0,0,0,63,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1,3,2,1,6,3,3,3,1,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,3,0,0,4,1,0,0,2,2,0,3,0,6,1,5,0,2,0,1,0,6,2,2,1,0,1,4,6,0,2,0,0,0,2,2,2,0,0,0,0,0,6,3,0,1,0,0,0,1,4,0,0,1,0,0,0,1,2,0,1,0,0,0,1,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7318,16,11,13,8,8,23,27,0,0,0,0,0,0,0,0,0,67,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,2,1,5,1,1,1,3,3,2,2,0,0,0,4,1,4,0,1,0,0,1,0,1,0,2,1,0,5,2,1,0,5,0,0,4,4,2,0,1,1,0,0,2,0,3,1,1,0,0,9,2,0,0,1,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
7319,17,21,16,19,19,22,14,0,0,0,0,0,0,0,0,0,74,25,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,5,2,1,1,0,0,0,1,1,0,1,2,0,1,0,0,2,2,0,2,0,1,1,1,0,0,0,1,2,0,3,0,0,2,2,1,1,1,3,5,5,1,0,2,0,1,0,2,4,2,5,1,6,8,2,1,0,0,2,4,3,5,3,2,2,0,0,0,4,0,2,3,2,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
