Station,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,January,February,March,April,May,June,July,August,September,October,November,December,Mon24,Tue24,Wed24,Thu24,Fri24,Sat24,Sun24,Mon1,Tue1,Wed1,Thu1,Fri1,Sat1,Sun1,Mon2,Tue2,Wed2,Thu2,Fri2,Sat2,Sun2,Mon3,Tue3,Wed3,Thu3,Fri3,Sat3,Sun3,Mon4,Tue4,Wed4,Thu4,Fri4,Sat4,Sun4,Mon5,Tue5,Wed5,Thu5,Fri5,Sat5,Sun5,Mon6,Tue6,Wed6,Thu6,Fri6,Sat6,Sun6,Mon7,Tue7,Wed7,Thu7,Fri7,Sat7,Sun7,Mon8,Tue8,Wed8,Thu8,Fri8,Sat8,Sun8,Mon9,Tue9,Wed9,Thu9,Fri9,Sat9,Sun9,Mon10,Tue10,Wed10,Thu10,Fri10,Sat10,Sun10,Mon11,Tue11,Wed11,Thu11,Fri11,Sat11,Sun11,Mon12,Tue12,Wed12,Thu12,Fri12,Sat12,Sun12,Mon13,Tue13,Wed13,Thu13,Fri13,Sat13,Sun13,Mon14,Tue14,Wed14,Thu14,Fri14,Sat14,Sun14,Mon15,Tue15,Wed15,Thu15,Fri15,Sat15,Sun15,Mon16,Tue16,Wed16,Thu16,Fri16,Sat16,Sun16,Mon17,Tue17,Wed17,Thu17,Fri17,Sat17,Sun17,Mon18,Tue18,Wed18,Thu18,Fri18,Sat18,Sun18,Mon19,Tue19,Wed19,Thu19,Fri19,Sat19,Sun19,Mon20,Tue20,Wed20,Thu20,Fri20,Sat20,Sun20,Mon21,Tue21,Wed21,Thu21,Fri21,Sat21,Sun21,Mon22,Tue22,Wed22,Thu22,Fri22,Sat22,Sun22,Mon23,Tue23,Wed23,Thu23,Fri23,Sat23,Sun23
7246,15,15,28,14,13,16,14,21,25,69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,1,2,2,3,0,0,1,1,1,2,0,0,0,1,0,2,0,0,0,0,1,2,1,4,2,0,1,1,2,4,1,2,3,3,2,0,0,0,0,5,0,2,0,0,0,0,1,0,1,0,2,1,1,2,0,1,2,1,0,2,2,2,1,1,6,1,1,0,2,1,1,1,0,0,0,1,0,1,2,1,0,1,2,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0
7247,12,6,12,10,8,16,10,10,15,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,3,3,3,3,4,0,0,0,0,2,0,0,1,0,0,0,0,2,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,1,0,0,1,2,1,0,2,1,0,2,1,2,2,2,2,3,2,0,2,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7248,156,172,192,182,178,138,138,325,297,534,0,0,0,0,0,0,0,0,0,0,2,2,3,2,3,4,0,1,3,1,6,3,2,1,1,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,3,3,1,1,0,0,0,2,0,3,3,0,0,1,3,4,6,3,0,0,27,24,22,27,25,1,0,15,25,16,21,14,3,2,5,12,12,9,7,1,8,3,2,5,4,5,8,8,5,10,13,7,12,12,4,9,6,10,12,6,13,13,7,3,8,11,5,10,12,5,3,11,8,6,12,18,9,9,8,10,14,17,15,15,17,18,16,19,16,16,24,8,9,10,15,13,9,7,14,13,13,9,7,12,10,9,14,10,7,6,6,6,11,10,4,10,8,4,4,4,4,3,4,2,1,0,3,7,3,5,0,2
7249,33,40,30,41,40,23,27,71,75,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,3,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,1,0,1,0,0,0,12,15,6,21,14,0,0,5,3,7,9,7,2,4,0,0,0,0,2,0,1,0,1,1,1,1,2,2,1,0,0,0,3,0,2,0,1,0,0,0,3,3,1,1,0,0,1,0,1,1,0,1,0,1,3,2,0,4,1,0,1,0,0,2,2,2,0,1,4,2,1,2,4,0,1,0,1,1,1,6,0,2,1,1,2,0,1,2,2,1,0,0,0,0,1,1,2,0,0,2,0,2,1,1,5,0,0,0,0,1,1,0
7250,249,274,294,312,263,99,76,430,403,734,0,0,0,0,0,0,0,0,0,5,1,0,1,2,5,4,2,0,2,0,0,3,2,1,0,0,0,0,4,1,1,1,0,0,0,2,2,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,4,4,4,1,0,0,7,8,4,5,1,0,0,5,6,4,15,6,3,1,17,6,8,11,13,2,1,15,7,18,12,18,5,2,15,16,24,17,13,5,3,6,23,14,30,19,7,4,17,15,24,31,31,11,8,44,29,48,44,45,11,9,44,41,62,57,47,5,8,20,47,32,39,23,7,2,17,32,20,17,24,9,10,13,20,17,16,12,3,2,10,5,8,6,5,4,5,5,6,3,5,2,6,5,2,5,2,2,1,5,5
7251,461,501,541,505,549,386,382,0,0,0,631,1266,1428,0,0,0,0,0,0,5,4,2,5,10,5,10,1,0,2,3,4,2,2,2,2,1,2,0,4,4,1,0,0,1,1,0,1,0,2,1,0,2,1,1,0,0,0,0,2,0,0,0,5,1,1,1,1,0,5,6,2,9,5,0,0,29,18,19,17,23,2,3,25,29,23,21,25,10,5,17,14,13,24,21,14,13,22,23,14,25,19,26,21,31,33,37,28,35,32,38,28,47,41,40,46,37,40,34,29,43,32,22,34,41,33,24,31,29,35,31,45,38,45,53,60,72,50,36,61,80,76,67,72,39,26,34,44,45,36,40,27,29,24,26,43,32,27,26,20,27,28,42,36,21,14,15,18,26,21,14,26,11,13,20,11,11,9,20,16,11,6,5,20,14,20,4,8
7252,351,363,447,356,356,301,309,0,0,0,505,904,1074,0,0,0,0,0,0,5,2,8,10,7,13,6,0,1,3,1,5,4,5,1,0,0,0,0,2,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,8,14,9,12,7,3,3,15,12,25,13,12,3,5,34,37,45,41,36,10,8,8,18,25,18,26,9,9,6,5,6,11,2,11,4,5,13,12,13,7,20,10,22,14,18,10,18,24,23,15,12,15,15,21,19,32,11,14,21,21,18,24,22,25,13,18,11,20,12,23,12,28,28,24,20,24,27,26,37,41,33,39,14,20,39,37,40,24,25,32,28,29,24,29,28,31,20,23,40,27,30,18,18,17,15,32,27,27,25,16,17,11,13,14,30,16,12,12,23,5,13,16,9,16,11,8
7253,534,597,647,541,598,413,357,0,0,0,567,1399,1721,0,0,0,0,0,0,2,3,6,7,1,10,13,2,2,4,4,4,10,5,5,0,0,5,0,8,5,1,0,0,0,1,3,8,0,0,0,0,0,1,2,1,0,0,1,1,1,3,9,18,12,8,11,0,1,14,20,8,13,9,4,2,68,64,71,72,87,11,4,45,42,44,42,40,34,8,16,13,8,12,19,20,20,25,16,14,17,20,20,32,27,17,32,23,33,18,19,8,17,15,20,27,31,27,14,15,25,15,20,25,24,17,19,27,15,25,36,44,37,39,25,35,60,25,29,68,92,86,73,81,26,21,56,67,63,49,46,25,20,38,40,57,33,28,33,23,31,37,60,39,25,17,17,20,40,36,22,27,17,11,21,21,37,19,16,13,8,9,15,17,17,17,25,11
7254,134,167,215,224,146,195,157,0,0,0,209,483,546,0,0,0,0,0,0,2,4,4,4,3,8,1,0,0,1,1,0,3,3,0,0,0,0,2,4,6,1,0,0,0,1,2,2,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,3,2,0,2,0,0,7,4,3,5,3,1,5,16,20,14,31,7,2,1,11,19,23,22,8,6,4,2,6,14,10,1,8,4,6,2,8,4,8,9,6,3,7,4,9,6,5,10,6,5,7,7,2,11,20,6,4,7,9,8,24,12,4,8,10,4,10,27,14,7,6,10,12,4,16,15,20,13,22,10,17,17,8,10,13,15,17,16,10,11,6,18,14,21,10,7,7,5,11,12,15,13,16,4,4,8,21,18,11,10,11,8,8,9,11,5,3,10,9,8,15,13,9,5,1
7255,353,382,386,388,389,228,231,0,0,0,391,856,1110,0,0,0,0,0,0,1,2,6,1,4,5,4,5,4,0,1,2,8,7,0,1,2,6,1,2,1,1,0,2,1,0,8,4,0,0,0,1,2,1,3,2,0,2,1,1,2,3,4,4,4,1,4,3,0,26,22,20,19,17,3,1,53,57,59,48,59,6,6,52,44,36,51,60,2,4,18,18,10,16,14,7,15,11,8,6,17,9,17,17,13,20,10,18,14,26,12,8,18,10,17,12,17,23,11,11,12,20,21,15,21,8,14,11,14,12,13,20,24,23,29,15,26,10,12,34,48,29,36,35,11,17,29,23,36,40,29,28,16,19,28,39,25,25,9,12,13,17,26,15,15,20,10,8,9,22,13,7,10,14,8,9,10,8,16,2,7,5,2,5,4,4,3,2
7256,233,244,265,261,243,178,162,0,0,0,284,575,727,0,0,0,0,0,0,2,0,2,0,1,3,4,0,1,4,0,2,3,6,0,0,0,1,1,5,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,5,0,2,5,2,6,7,1,0,18,16,12,14,14,1,0,22,9,9,8,20,4,3,17,13,14,16,16,4,10,5,6,10,6,12,10,8,7,11,9,5,14,11,5,3,8,11,7,4,9,5,10,8,6,8,4,13,13,7,4,11,8,12,12,12,12,13,4,12,11,13,11,12,25,31,31,19,13,13,27,38,36,29,37,13,18,26,28,28,37,20,14,13,21,13,21,30,15,14,9,16,12,18,10,9,13,12,17,18,16,14,6,7,6,8,16,17,13,15,6,4,1,0,4,2,3,4,3
7257,365,412,433,435,404,270,203,0,0,0,476,977,1069,0,0,0,0,0,0,3,1,3,3,6,2,5,2,4,2,3,2,4,6,0,2,1,1,4,1,5,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,6,1,1,0,0,0,5,1,5,4,10,3,2,20,17,23,27,16,3,4,16,14,3,9,12,6,5,14,20,7,19,13,9,15,14,20,12,23,20,12,26,26,39,26,27,24,22,14,29,25,29,21,24,16,4,8,26,27,22,20,29,9,18,27,39,24,24,22,12,44,48,45,36,25,12,15,55,69,65,70,60,24,16,38,41,50,52,41,18,22,16,22,30,20,29,22,10,22,8,21,22,17,25,7,17,10,25,19,27,20,15,14,4,10,21,16,14,7,3,6,8,8,11,5,3
7258,258,162,225,167,185,281,353,0,0,0,223,713,695,0,0,0,0,0,0,2,1,0,0,2,2,10,0,0,1,1,0,1,1,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,2,1,1,0,0,0,0,3,1,8,5,4,1,4,13,12,10,15,21,3,2,14,23,19,18,12,3,4,11,10,3,5,9,12,6,9,4,13,10,14,12,17,16,5,10,6,2,14,28,27,10,17,14,11,17,34,19,16,11,13,15,24,39,21,3,17,11,18,34,43,10,16,18,9,8,34,43,14,13,13,10,13,28,33,20,11,22,10,15,42,24,20,11,9,14,13,25,23,11,10,19,11,8,17,22,8,9,15,8,4,7,10,21,3,13,2,11,2,2,17,3,4,5,4,2,2
7259,301,248,359,277,271,369,286,0,0,0,253,822,1036,0,0,0,0,0,0,0,0,2,2,1,3,1,0,0,0,0,1,0,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,3,1,0,1,8,8,5,10,13,3,3,23,21,34,26,21,8,6,31,32,26,29,26,17,9,6,14,15,8,14,13,18,12,10,13,8,11,21,17,13,13,13,13,8,31,27,11,12,8,17,15,17,34,13,17,21,13,18,29,21,47,12,23,28,13,43,23,24,19,26,19,24,45,27,36,20,21,29,22,42,29,25,30,43,16,20,22,25,19,18,40,21,18,37,12,15,7,31,16,20,18,19,6,10,25,8,6,7,3,5,1,6,4,12,6,7,4,1,6,5,7,5,1
7260,561,657,751,673,684,427,396,0,0,0,710,1554,1885,0,0,0,0,0,0,2,3,6,2,5,5,7,3,1,3,1,0,9,10,4,0,0,1,3,8,8,0,0,0,0,0,6,4,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2,3,1,4,7,1,2,16,23,28,28,26,5,3,61,73,77,78,60,5,4,18,36,35,31,38,12,8,12,18,19,21,26,16,19,14,17,17,14,25,30,22,28,38,48,32,38,18,24,31,37,29,26,35,25,30,24,24,27,36,40,38,45,14,18,32,33,44,46,29,86,67,61,88,75,31,36,120,146,149,127,118,37,38,43,58,75,64,45,30,34,28,20,39,30,33,38,33,22,28,35,12,23,29,21,14,22,44,21,20,14,6,15,14,13,10,18,10,9,4,10,13,14,5,12,3
7261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7262,65,85,109,92,109,73,77,0,0,0,108,229,273,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,6,8,7,6,6,0,0,22,19,32,27,41,3,2,5,15,11,7,1,1,2,4,2,3,2,6,4,6,2,3,3,1,3,4,6,5,3,4,7,6,4,13,0,1,2,0,6,9,2,6,1,3,4,2,7,8,2,2,1,4,3,5,7,1,3,2,3,3,5,5,4,5,5,3,4,6,5,4,8,10,5,6,4,5,1,2,10,12,5,9,7,2,5,6,5,9,3,4,1,4,5,3,0,1,1,0,1,0,2,4,3,2,0,2,3,0,4,2,0
7263,270,308,295,295,294,103,105,0,0,0,391,621,658,0,0,0,0,0,0,0,1,1,3,1,1,6,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3,0,4,4,9,6,11,7,4,11,14,12,9,15,1,3,13,23,19,12,11,4,5,4,3,6,6,4,7,2,8,10,7,10,10,6,11,12,15,12,7,17,5,6,15,17,24,16,18,5,9,6,7,8,11,18,12,3,18,26,20,24,25,7,6,65,70,70,86,73,6,3,59,73,64,51,42,3,8,14,19,22,17,16,11,9,12,11,6,10,12,10,12,8,2,5,14,4,2,5,14,6,4,5,8,5,5,2,3,2,5,0,3,4,1,3,3,3,6,3,3
7264,217,222,247,198,207,127,106,0,0,0,279,475,570,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2,3,3,4,0,0,10,8,6,7,5,0,0,7,11,7,8,8,1,0,8,10,9,9,17,3,1,32,28,19,21,21,4,2,20,16,23,19,18,9,3,15,20,22,15,13,4,6,13,9,9,10,12,7,10,9,10,11,8,7,12,10,9,13,13,8,7,12,17,7,6,10,6,15,12,5,6,8,8,8,13,6,6,14,13,9,19,24,7,5,22,20,26,18,10,9,9,16,28,27,17,7,11,11,8,7,17,12,10,17,9,7,7,12,5,8,5,8,8,1,3,3,4,3,2,4,2,6,2,1,0,1,1,1,7,0,1,0,0
7265,85,75,87,86,85,75,46,0,0,0,115,201,223,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,3,1,0,3,4,5,4,2,1,1,15,16,12,17,17,2,2,15,7,14,12,12,5,2,1,6,6,4,5,5,2,3,4,5,4,3,9,5,3,1,5,3,5,5,4,2,4,4,5,2,8,2,3,4,2,0,4,4,3,1,1,4,1,2,8,6,6,3,5,2,2,6,6,10,6,6,12,12,6,2,5,6,7,7,4,6,4,9,5,3,8,5,6,3,3,5,4,1,1,2,0,1,1,4,3,1,0,0,3,0,0,0,5,1,0,1,0,1,0,0,0,1
7266,10,6,15,7,8,13,14,0,0,0,10,24,39,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,5,0,0,0,5,0,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,1,0,1,2,0,2,1,0,0,0,2,0,1,2,1,1,2,1,3,1,1,1,1,0,0,1,1,0,4,0,2,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7267,183,213,199,246,247,136,114,0,0,0,299,522,517,0,0,0,0,0,0,2,3,2,4,4,1,3,0,0,1,1,2,0,0,1,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,4,2,1,1,11,10,9,11,8,3,1,4,4,4,3,4,0,0,28,27,24,30,24,6,4,34,37,33,29,41,9,1,6,11,15,19,22,10,6,10,11,10,14,14,6,9,14,15,11,6,15,10,15,9,9,9,19,18,15,16,7,9,9,16,11,13,11,14,5,9,10,16,13,15,5,8,8,9,8,7,9,13,11,7,14,14,8,6,4,25,23,16,15,10,5,9,10,7,17,9,6,4,2,6,3,7,6,10,4,5,3,7,6,6,3,0,3,6,5,5,4,1,0,1,1,1,4,4,1,1
7268,108,111,137,121,90,48,47,0,0,0,113,242,307,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,1,4,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,4,1,0,0,1,0,0,1,1,1,4,2,1,3,3,1,5,2,1,3,0,1,1,1,5,3,0,4,3,4,4,3,3,1,5,3,5,6,4,5,2,4,6,6,10,2,4,1,1,3,3,5,2,2,4,2,4,5,3,5,4,3,1,10,10,10,10,17,9,8,17,9,16,13,13,3,2,7,17,25,13,11,3,5,5,10,10,11,4,4,2,23,11,15,16,4,5,1,6,12,5,18,3,1,1,9,9,12,8,7,1,3,2,2,6,3,2,1,2
7269,437,389,477,493,435,370,304,0,0,0,424,1074,1407,0,0,0,0,0,0,10,3,3,3,3,3,6,1,0,1,16,5,4,3,0,0,3,2,3,0,6,0,1,1,2,5,1,9,0,2,3,1,2,2,2,0,0,1,1,0,0,0,1,1,2,1,1,0,1,4,5,4,5,5,0,0,11,10,14,12,15,3,0,19,16,13,23,11,5,0,8,5,10,9,19,15,8,27,17,11,16,19,21,10,15,15,18,28,15,12,28,21,18,30,32,15,18,18,18,26,35,35,22,31,37,33,35,54,43,39,27,23,53,46,38,51,51,32,35,55,59,68,68,57,28,27,39,36,47,36,37,40,25,44,29,29,44,44,30,20,26,25,32,22,21,28,12,18,22,44,19,30,33,11,26,11,9,18,12,21,16,8,7,7,6,4,16,7
7270,205,215,216,205,192,109,117,0,0,0,216,465,578,0,0,0,0,0,0,2,1,1,1,1,4,7,1,0,1,0,0,3,3,0,0,0,0,0,2,3,2,0,0,0,0,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,4,3,3,3,3,2,1,9,9,7,6,6,0,1,24,18,17,16,17,2,0,18,16,8,19,11,5,3,2,4,0,3,5,0,4,3,5,3,4,7,6,7,6,8,5,10,9,8,7,7,18,16,9,13,11,9,10,6,5,6,7,12,8,12,16,8,7,10,7,12,24,23,46,39,32,7,7,17,20,29,28,19,9,11,27,26,19,13,23,11,9,8,18,17,14,9,6,7,15,14,11,11,10,2,5,8,6,12,11,3,5,7,3,4,5,2,4,3,3,1,0,3,3,3,3,0
7271,192,189,208,201,204,142,145,0,0,0,231,451,599,0,0,0,0,0,0,3,3,5,2,5,1,7,2,2,0,2,2,4,2,1,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,2,0,1,3,0,0,3,0,3,4,3,0,2,7,3,7,5,11,2,4,22,10,10,16,17,1,6,20,16,13,7,15,5,2,7,5,8,3,0,6,9,9,5,8,7,3,11,14,8,9,6,7,12,7,9,7,5,12,10,11,10,7,8,10,11,11,10,7,14,9,17,15,13,17,12,4,18,22,8,19,11,7,16,15,20,28,18,18,10,9,20,16,16,20,20,11,10,8,18,21,17,14,8,7,8,10,10,11,11,18,9,8,6,13,13,7,3,3,5,5,5,9,10,10,4,4,5,8,6,3,6,5
7272,231,231,241,216,230,154,165,0,0,0,291,485,692,0,0,0,0,0,0,0,2,0,1,4,5,1,3,1,0,0,3,1,3,4,0,0,0,0,3,4,0,0,0,0,0,2,6,1,0,2,4,2,1,4,7,6,11,9,7,3,2,3,6,8,1,9,1,1,11,12,20,15,7,5,0,19,16,17,17,31,9,1,19,13,10,13,17,4,5,11,7,1,3,5,5,10,6,13,7,4,5,3,5,6,13,13,8,7,9,9,6,10,15,6,10,13,16,6,8,8,10,14,13,11,13,5,13,13,14,8,14,10,11,8,9,11,13,11,27,28,22,32,19,6,8,22,18,24,32,16,11,18,18,16,21,11,14,13,9,14,15,16,7,15,12,9,11,18,10,7,5,5,8,7,9,4,7,8,6,6,7,4,11,7,7,3,4
7273,339,361,438,363,347,235,134,0,0,0,445,833,939,0,0,0,0,0,0,1,1,11,3,7,9,0,0,2,2,2,1,4,5,0,0,0,1,1,1,1,1,0,2,0,1,0,0,0,1,0,0,0,1,0,0,2,2,2,2,1,0,4,0,0,4,2,0,1,9,14,15,10,9,8,3,43,38,49,41,58,5,5,39,25,32,31,42,9,9,19,13,14,15,20,17,6,11,16,21,7,11,8,8,26,8,13,11,10,23,16,8,19,14,17,16,15,10,18,14,19,18,10,20,9,10,10,10,13,9,21,9,22,33,41,32,37,8,6,48,49,57,54,33,17,13,24,45,48,36,15,12,10,15,19,35,27,13,16,7,15,13,19,17,17,14,5,11,22,12,11,20,9,4,11,13,14,8,8,5,4,4,4,8,3,5,12,3
7274,209,206,183,194,175,42,52,0,0,0,293,376,392,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,8,8,5,4,4,1,1,10,18,7,14,7,0,1,10,4,10,8,9,0,0,12,12,12,12,8,2,0,19,22,25,16,28,0,7,18,15,17,14,13,6,7,8,4,6,11,8,4,3,11,21,10,14,21,6,4,47,50,43,39,37,2,2,26,24,24,37,19,4,3,10,7,1,11,6,1,5,9,4,7,3,4,6,2,9,8,5,5,2,2,5,6,0,2,0,1,1,4,3,1,2,1,3,4,2,2,3,4,3,1,2,3
7275,342,282,351,330,351,268,274,0,0,0,344,787,1067,0,0,0,0,0,0,0,3,0,0,1,3,2,4,1,0,0,1,1,0,5,0,0,2,0,0,5,0,0,0,0,0,3,1,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,1,0,6,2,4,3,2,3,4,13,6,6,4,7,5,1,4,15,19,14,11,7,5,19,10,22,16,16,13,23,21,17,27,16,20,22,26,27,14,20,17,19,23,32,24,14,20,23,28,30,14,28,17,19,26,30,13,30,25,37,42,31,51,28,27,68,68,52,58,53,19,39,33,27,40,43,35,24,18,18,17,26,30,33,31,20,24,8,29,25,19,19,8,12,14,17,11,15,11,10,7,8,3,7,4,5,5,2,2,3,2,5,7,1
7276,353,373,374,377,368,261,221,0,0,0,386,925,1016,0,0,0,0,0,0,1,3,2,6,6,3,7,6,1,2,5,2,7,3,3,0,2,1,2,2,3,1,2,2,1,0,2,2,2,1,0,2,0,0,1,0,0,0,0,0,1,0,1,0,3,1,3,0,2,6,8,3,5,1,1,3,32,38,33,36,34,0,2,31,37,46,41,30,7,11,23,16,23,23,14,16,15,15,18,14,16,25,19,12,22,18,11,20,24,21,16,12,18,20,18,19,32,9,15,12,13,19,14,33,24,15,15,24,12,16,20,17,36,46,27,32,49,15,12,41,61,47,40,48,21,23,28,14,37,39,23,15,13,17,23,24,21,18,10,13,22,15,15,15,17,14,11,12,12,16,15,11,12,13,7,10,5,4,6,7,5,5,5,5,5,6,3,4
7277,35,31,52,31,28,42,63,0,0,0,56,114,112,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,5,9,9,13,8,0,0,2,3,4,3,1,1,0,4,1,2,2,2,0,0,3,1,0,1,1,1,0,0,0,0,0,0,1,2,1,0,4,1,0,4,3,1,0,1,1,0,6,3,0,0,0,0,1,5,2,1,1,0,0,0,3,14,4,1,1,3,2,1,2,4,5,9,1,2,2,11,4,2,1,0,0,0,11,5,1,3,3,4,8,4,1,0,8,0,1,6,3,0,2,5,0,0,1,5,0,1,5,0,2,1,1,0,1,0,0,1,2,1,0,0,0,0,0,0,1
7278,31,26,26,18,22,23,16,0,0,0,20,70,72,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,5,3,4,0,0,4,5,5,3,4,1,0,2,5,0,2,1,1,0,2,0,1,0,0,0,0,0,0,0,1,2,2,0,2,2,1,0,1,0,0,1,0,0,1,0,2,1,1,1,2,3,0,6,0,0,2,1,0,1,3,6,0,1,0,0,0,1,3,1,1,2,1,3,2,0,4,0,0,1,2,2,2,1,2,0,0,0,0,2,2,4,7,2,3,2,1,2,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7279,139,121,96,77,94,78,68,0,0,0,81,321,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,4,0,0,3,3,2,0,2,4,0,9,6,6,11,12,0,0,5,7,8,2,4,2,3,4,8,0,4,0,3,4,5,1,4,1,6,1,9,12,2,1,1,3,11,2,10,4,3,4,3,13,5,6,6,4,4,5,7,8,4,8,5,8,5,7,7,18,12,16,12,11,8,3,21,24,19,5,18,5,8,18,12,14,9,12,4,2,12,9,3,5,5,5,5,4,8,4,4,2,2,7,3,3,0,2,0,4,1,1,3,4,2,1,1,0,2,2,2,2,1,1,1
